331.7209537;10324
333.077107;10631
334.4289798;10352
335.7766147;10257
337.1200535;10381
338.4593382;10287
339.7945102;10401
341.1256106;10305
342.4526802;10413
343.7757597;10382
345.0948891;10321
346.4101085;10707
347.7214574;10359
349.0289751;10393
350.3327006;10323
351.6326726;10226
352.9289295;10291
354.2215094;10260
355.5104501;10120
356.7957891;10382
358.0775635;10413
359.3558103;10440
360.630566;10377
361.901867;10401
363.1697493;10311
364.4342486;10117
365.6954003;10235
366.9532397;10477
368.2078015;10154
369.4591203;10342
370.7072303;10159
371.9521657;10013
373.19396;10157
374.4326468;10489
375.6682592;10138
376.90083;10214
378.1303918;10219
379.3569769;10222
380.5806174;10146
381.801345;10141
383.0191912;10221
384.2341871;10294
385.4463638;10160
386.6557519;10161
387.8623817;10314
389.0662835;10496
390.2674869;10454
391.4660217;10386
392.661917;10088
393.8552021;10013
395.0459056;10021
396.2340561;10148
397.4196818;10188
398.6028108;10383
399.7834707;10338
400.9616891;10110
402.1374932;10226
403.3109099;10202
404.481966;10103
405.6506878;10150
406.8171017;10356
407.9812335;10594
409.143109;10215
410.3027535;10088
411.4601924;10201
412.6154505;10126
413.7685526;10222
414.9195231;10193
416.0683863;10281
417.215166;10166
418.3598861;10157
419.50257;10338
420.6432409;10043
421.781922;10356
422.9186359;10321
424.0534051;10378
425.1862521;10244
426.3171988;10280
427.4462671;10522
428.5734785;10280
429.6988545;10039
430.8224162;10066
431.9441844;10197
433.06418;10138
434.1824232;10289
435.2989344;10241
436.4137336;10227
437.5268404;10142
438.6382746;10176
439.7480554;10126
440.8562019;10434
441.962733;10333
443.0676675;10442
444.1710237;10306
445.27282;10274
446.3730743;10352
447.4718045;10521
448.5690281;10410
449.6647626;10237
450.7590251;10267
451.8518327;10313
452.943202;10166
454.0331497;10156
455.1216921;10296
456.2088454;10497
457.2946254;10293
458.3790479;10059
459.4621285;10174
460.5438826;10078
461.6243251;10138
462.7034712;10271
463.7813355;10251
464.8579326;10291
465.9332768;10419
467.0073824;10326
468.0802632;10365
469.151933;10209
470.2224055;10398
471.291694;10313
472.3598118;10348
473.4267718;10238
474.4925869;10486
475.5572697;10165
476.6208328;10259
477.6832883;10204
478.7446485;10294
479.8049252;10377
480.8641301;10672
481.9222748;10636
482.9793708;10751
484.0354292;10983
485.090461;11505
486.1444772;11856
487.1974883;12742
488.249505;13671
489.3005376;14704
490.3505962;16401
491.3996909;18314
492.4478314;20188
493.4950276;21626
494.5412888;22063
495.5866244;22733
496.6310437;23131
497.6745556;23532
498.717169;23766
499.7588925;24482
500.7997349;24607
501.8397043;25255
502.8788091;25223
503.9170573;25435
504.9544569;25887
505.9910156;26069
507.026741;26491
508.0616406;26480
509.0957217;26635
510.1289915;27083
511.161457;27231
512.193125;27252
513.2240024;27588
514.2540956;28054
515.2834111;28096
516.3119553;28238
517.3397342;28443
518.3667539;28493
519.3930202;28945
520.418539;29070
521.4433158;29404
522.4673561;29699
523.4906652;30019
524.5132483;30508
525.5351105;30923
526.5562567;31537
527.5766918;31888
528.5964203;32454
529.615447;33150
530.6337762;33676
531.6514121;34185
532.6683591;34955
533.6846211;35505
534.700202;36159
535.7151057;36759
536.7293359;37177
537.7428961;37481
538.7557899;38379
539.7680204;38893
540.779591;39555
541.7905048;40026
542.8007647;40511
543.8103737;41370
544.8193345;41782
545.8276498;42473
546.8353221;42788
547.8423538;43246
548.8487474;43734
549.854505;44056
550.8596288;44230
551.8641208;44453
552.867983;44621
553.871217;44923
554.8738248;45267
555.8758078;45130
556.8771677;45578
557.8779057;45826
558.8780234;45845
559.8775219;45563
560.8764023;46154
561.8746658;46210
562.8723132;46694
563.8693455;47147
564.8657634;46935
565.8615677;47321
566.8567588;47405
567.8513374;47454
568.845304;47485
569.8386587;47534
570.831402;47648
571.823534;47634
572.8150548;47585
573.8059644;47556
574.7962629;47555
575.78595;47897
576.7750256;47625
577.7634895;47612
578.7513411;47438
579.7385803;47656
580.7252063;47569
581.7112188;47366
582.696617;47468
583.6814002;47498
584.6655678;47470
585.6491188;47384
586.6320524;47365
587.6143675;47238
588.5960633;47074
589.5771385;46968
590.5575922;46693
591.5374229;46483
592.5166295;46295
593.4952107;46179
594.4731652;46189
595.4504913;46275
596.4271878;46182
597.403253;46559
598.3786853;46451
599.3534832;46916
600.3276449;46827
601.3011687;46978
602.2740529;47037
603.2462955;47302
604.2178947;47358
605.1888487;47443
606.1591554;47428
607.1288128;47505
608.0978189;47680
609.0661717;47428
610.0338689;47163
611.0009085;47179
611.9672883;46902
612.9330059;46739
613.8980593;46733
614.862446;46571
615.8261637;46420
616.7892102;46753
617.7515829;47159
618.7132795;47430
619.6742976;47803
620.6346347;47906
621.5942883;48194
622.5532558;48563
623.5115348;48558
624.4691226;48943
625.4260167;48921
626.3822146;48921
627.3377135;48696
628.2925108;48957
629.2466039;49225
630.1999902;49297
631.1526669;49222
632.1046313;48773
633.0558808;48446
634.0064125;48055
634.9562239;48271
635.9053121;48875
636.8536745;49128
637.8013082;48744
638.7482105;48578
639.6943787;48981
640.6398099;48884
641.5845015;49108
642.5284507;49129
643.4716546;49064
644.4141106;48660
645.3558159;48469
646.2967677;48202
647.2369633;47681
648.1763999;46722
649.1150748;46619
650.0529852;46327
650.9901285;45706
651.9265019;45596
652.8621028;45400
653.7969284;44988
654.7309761;44104
655.6642431;43787
656.596727;43468
657.528425;42980
658.4593345;42245
659.389453;41836
660.3187778;41366
661.2473065;40818
662.1750365;40675
663.1019653;40090
664.0280904;39430
664.9534094;39063
665.8779198;38380
666.8016193;38323
667.7245055;37805
668.646576;37148
669.5678286;36490
670.4882609;35871
671.4078708;35382
672.326656;34777
673.2446143;34474
674.1617437;34320
675.078042;33873
675.9935071;33420
676.9081371;32849
677.82193;32452
678.7348838;31991
679.6469967;31291
680.5582667;31107
681.4686922;30495
682.3782713;30410
683.2870024;29805
684.1948838;29518
685.1019138;29082
686.008091;28658
686.9134138;28649
687.8178808;28317
688.7214905;27907
689.6242417;27257
690.526133;27321
691.4271633;27077
692.3273313;26545
693.226636;26392
694.1250763;26274
695.0226512;25811
695.9193598;25436
696.8152012;25508
697.7101747;25112
698.6042795;24981
699.497515;24494
700.3898806;24689
701.2813757;24375
702.172;24204
703.061753;23971
703.9506344;23971
704.838644;23850
705.7257817;23751
706.6120473;23262
707.497441;23257
708.3819626;23060
709.2656125;22999
710.1483909;22910
711.030298;23314
711.9113343;22935
712.7915003;22889
713.6707965;23039
714.5492237;22795
715.4267825;22454
716.3034737;22524
717.1792984;22659
718.0542576;22481
718.9283522;22725
719.8015836;22932
720.6739531;22653
721.545462;22635
722.4161118;22834
723.2859041;22786
724.1548406;22841
725.0229231;22928
725.8901534;22712
726.7565336;22558
727.6220656;22353
728.4867519;22494
729.3505945;22424
730.2135959;22192
731.0757587;21961
731.9370854;21952
732.7975789;21557
733.6572418;21086
734.5160772;21259
735.3740881;21164
736.2312778;20771
737.0876494;20152
737.9432065;20201
738.7979525;19622
739.6518911;19345
740.5050261;18736
741.3573613;18262
742.2089007;17840
743.0596485;17358
743.9096089;17004
744.7587863;16663
745.6071852;15837
746.4548103;15585
747.3016663;14947
748.147758;14481
748.9930905;14084
749.837669;13787
750.6814988;13521
751.5245851;13475
752.3669337;12988
753.2085502;12671
754.0494404;12368
754.8896103;12392
755.729066;12118
756.5678137;11885
757.4058598;11692
758.2432109;11565
759.0798735;11467
759.9158546;11231
760.7511611;11205
761.5858001;11270
762.4197788;11037
763.2531047;10754
764.0857853;10905
764.9178283;10907
765.7492416;10620
766.5800332;10640
767.4102113;10458
768.2397841;10510
769.0687602;10192
769.8971483;10331
770.724957;10273
771.5521954;10123
772.3788726;10108
773.2049979;10391
774.0305806;9923
774.8556305;9982
775.6801574;10069
776.504171;10087
777.3276816;10027
778.1506994;10090
778.973235;10013
779.7952988;9803
780.6169017;9879
781.4380547;9814
782.258769;9661
783.0790557;9855
783.8989265;9683
784.718393;9719
785.537467;9817
786.3561606;9609
787.174486;9818
787.9924556;9715
788.8100819;9739
789.6273778;9969
790.4443561;9786
791.2610301;9572
792.077413;9870
792.8935184;9599
793.7093599;9522
794.5249514;9431
795.3403071;9376
796.1554412;9434
796.9703681;9472
797.7851026;9445
798.5996596;9478
799.414054;9696
800.2283011;9491
801.0424165;10084
801.8564157;9718
802.6703146;9519
803.4841294;9570
804.2978762;9498
805.1115715;9513
805.9252321;9343
806.7388749;9369
807.5525168;9667
808.3661753;9357
809.1798678;9615
809.9936122;9347
810.8074262;9372
811.6213282;9640
812.4353365;9298
813.2494696;9363
814.0637464;9329
814.8781859;9060
815.6928074;9347
816.5076304;9281
817.3226744;9257
818.1379595;9431
818.9535058;9355
819.7693336;9262
820.5854635;9154
821.4019164;9273
822.2187133;9235
823.0358755;9348
823.8534245;9239
824.671382;9038
825.48977;9299
826.3086107;9261
827.1279265;9111
827.9477402;9070
828.7680747;9081
829.588953;9197
830.4103986;9104
831.2324352;9004
832.0550865;9111
832.8783768;9074
833.7023304;9153
